name,review,rating
Philips Avent 3 Pack 9oz Bottles,"In the midst of all of my bottle testing, I was against Avent, mostly because they do cost a bit more than most bottles.  I thought that I could test a bottle and cup, to see if Avent was really telling the truth when they said all the parts were interchangeable.  Well, they are.  They also have more nipple selections, depending on how fast your child drinks.One thing I wish Avent has was a design or something on the bottle. I did find that if you buy the Evenflo Cool Pals 9 oz. cup holder, these fit in them great.I would suggest only getting 2 packs of these, couple of Magic Cups with handles and some extra spouts (have at least 2 green ones and 1 white one).",5
Munchkin Sprout Drying Rack,"this is the best drying rack.it takes loads of bottles & accessories & it has like a pocket on the top for spoons or other tall accessories.it spins for easy access. great price.i bought other brand that's supposed to be bigger & its more money. but i returned it & got that one, as it didnt hold as much stuff as this one.its made out of plastic, but its sturdy enough to hold loads & loads of baby bottles & accessories.I have it for 6 months & still working very well.I would for sure recommend that product for everyone.",5
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt","This playpen is great my granddaughter loves it.  We take it camping with us,and use it at home.  It goes up and down easily and stores easily.  This is a very good playpen.",5
Yo Gabba Gabba Ultra Soft Toddler Blanket,"Product looks great at first, but after my 2yr old started to use it for preschool, the zipper went off its track almost immediately....I guess from the daily use. And the stitching slowly started coming undone. If we got 3months use out of it.... It's an exaggeration.  It felt terrible taking it from my 2yr old. I think he's their biggest fan.",2
Sealy Baby Ultra Rest Mattress,"Picking a mattress is a difficult decision, it is hard to know if one will be the right one,when you look for a mattress for your self you can just lay on them and if they feel right you know, with a crib mattress your baby wont tell you if it feels right, for one they dont know and they cant tell you with words..Most importantly when looking for a crib mattress you want something that is safe (not too soft, or too small) and will hold up until they move on to a big kid bed.We picked/ and like this mattress for a couple reasons:It fits our Crib (Davinci ""Parker"" 4-1)like a glove, no space between.. so its safe. It has a waterproof nonallergic top layers so you don't have to worry about ""fluids"" absorbing and it doesnt make a plastic noise when you push down on it, it was firm enough but still a little soft to comfort baby, also has a 15 year warranty.I have yet to see a bad review for this mattress, and I personally recommend this mattress to my friends.",5
"Playtex Insulated &amp; Spill-Proof Cup, Coolster Tumbler, (Colors and Designs May Vary) 1 ea",This cup is impossible for myself and my husband to open! We were only able to use this cup once since it never opened again. I have a friend who is having the same problems with this cup.Also it is not what we were looking for it is to spill proof I was looking for a cup to transition from the playtex straw cups to a regular cup. I wish we had removed the valve before giving it to my daughter.,1
Safety 1st Musical Talkin Potty and Step Stool,I got this for my 20 month old son. When he tries to use it he ends up peeing on the floor. What they call a pee shield doesn't shield! I thought it would be great seeings he like to flush the toilet. Works great for girls though.,1
"Summer Infant 2 Pack Cotton Knit Swaddleme, Safari (Small/Medium)",I have other Summer Infant SwaddleMe's and they are great. These particular ones are too stretchy though and baby breaks out of the swaddle and wakes himself up :(,3
Vilac Set of 56 Alphabet Magnets,"These letters are nice looking, but I was disappointed in the size. They are the same size as the small, cheap plastic magnet letters.  I know I should have paid closer attention to the size details, but I thought the picture made them look bigger. I got them for my 2 year old and I was really hoping for larger letters, especially for the price. The box says not for 0-3.  I do not know about the quality because I have not opened the box since I may return them.  They do come in a nice small wooden box and I like the patterns.",3
Summer Infant Secure Surround Playsafe Playard,"Since all of the puppy play pens appeared to be too low, flimsy, or chewable, I went with a children's babygate instead. Ridiculously easy to set up, open, close, carry with the strap, remove panels, etc. I used mine to make a safe area for my 4 lb dog, who is a jumper and a chewer, and he cannot even come close to jumping out, tipping it over, or chewing through it. And he likes it because he can easily see us through the holes, unlike some solid panel dog playpens.Note - When using only 5 or 4 panels, it is more wobbly than 3 or all 6, hence the 4 stars instead of 5.  Place something on the inside corner, like a doggy crate, or outside corner (place in the corner of a room so the walls are against two sides) to brace it.",4
Diaper Dekor Plus Diaper Disposal System,"This is GREAT!!! My husband and I LOVE THIS! It's so incredibly east to dispose of the dirty, stinky diapers and the stink is completely trapped. The bag is equally easy to change when ready to dispose of the diapers. It's amazing how that when the smelly diaper goes in, the smell is instantly gone. FABULOUS!",5
"Evenflo Tribute 5 Convertible Car Seat, Ella",Great carseat for grandparents car. Easy to install. Fits nicely in smaller 2 door backseat. Kids like it. Great price!,4
Double Swivel Green 3in1 Bicycle Bike Trailer Baby Stroller Jogger Carrier,"The information on this product states that the front wheel can be locked for jogging or swivel for walking around, that is false.  The front wheel does NOT lock in any shape, form or fashion.  I am very disappointed and would warn anyone that wants to utilize this as a jogging stroller, to look anywhere else.  The front wheel going crazy even when walking at a brisk pace.  I can use it as a bike stroller but I was specifically looking for a double use product and this is not.",1
Phil &amp; TedsSport Buggy Travel Bag,Don't get me wrong. I love the seat and style of the stroller. That's why I bought it but since I've had it I've struggled getting the brake up and down. I feel like I'm realignment it everytime I do it and now I actually use to get down on my hands and knees the yank the brake up. So pissed that I didn't just go with the BOB again! There's breaks are awesome!,1
